m1,m2,a1,a2,Dl_s,z_merger,alpha,beta,gamma,halo_density,d2N_dzdt,Dc_s,Da_s,Dc_l1,z_l1,Da_l1,Da_l1s,z_l2,Dc_l2,Da_l2,Da_l2s,SNR_LISAbeta,Detectable,Average_Detectability,Mean_SNR,Median_SNR
20059.3,2110.73,-0.908537,-0.175062,145760.4282118184,13.2641,0.757031,2.70751,2.00996,3.82311e-05,4.876221714639811e-10,10218.690854089526,716.3922612775798,4362.3389464213415,1.4398820044642346,1787.9302902322352,410.5658200458059,0.8430257574320196,2986.798847559886,1787.9302902322352,410.5658200458059,22.195394984273243,True,0.94,21.94930953018145,21.1485555204153
51450.4,18333.5,0.417086,-0.758764,172946.84066075366,15.4579,0.995923,1.348,2.33484,4.18268e-06,5.6416637233228015e-11,10508.439148418303,638.5042531804364,3063.8851647757306,0.8715208267571098,1637.109841297432,452.33924040983976,6.0955679325267775,8465.515136954566,1637.109841297432,452.33924040983976,91.23062943196146,True,1.0,91.48094395841984,88.15929333484397
263351.0,91120.5,0.3757,-0.702064,178970.32342543316,15.9407,2.13186,1.05745,2.98914,6.79729e-06,9.266404847722867e-11,10564.517607031185,623.6175368804821,4108.576837841714,1.3135599076881024,1775.8679302953765,381.0905548265857,2.059829746032632,5394.897160072578,1775.8679302953765,381.0905548265857,201.54091485114705,True,1.0,193.1454414891046,190.2808833511688
37487.9,4544.18,0.93706,-0.905675,129545.29747466772,11.9422,1.35817,1.46071,2.74934,0.000250869,3.070083723465118e-09,10009.52677865183,773.4022638076858,6878.509469711474,3.412308449496496,1558.9366733008578,241.92311375318693,0.8683577005664985,3055.3930067556284,1558.9366733008578,241.92311375318693,56.22422994363264,True,0.99,55.58828586105314,53.17553702661067
9674.46,1291.04,0.339439,-0.417206,221326.89481951244,19.3085,2.45628,0.498161,2.92942,9.52242e-06,1.381453111935057e-10,10898.2393982575,536.634384531477,2854.709492470872,0.7953067886465776,1590.0956336877182,396.0671596868632,0.181155491025658,767.7956074787182,1590.0956336877182,396.0671596868632,15.508351743852735,True,0.89,15.414510377342934,14.7125247858542
10099.7,2996.62,-0.598697,-0.998,172919.42426177324,15.4557,1.81897,2.748,1.6925,9.23209e-06,1.2451767353688268e-10,10508.177972482072,638.5737448107386,4085.8260367266143,1.3026483022161297,1774.4029859389952,390.28129763318543,1.88438974663671,5133.657023291985,1774.4029859389952,390.28129763318543,23.0963067705312,True,0.94,22.883898192538645,21.810092105590364
122216.0,1100.01,-0.0257065,0.0825589,100405.19844338836,9.53385,2.38467,2.91538,0.858884,3.23763e-05,3.59286982713416e-10,9531.67155820411,904.8611436658118,7291.578411587849,3.943324186979581,1475.0354489163742,212.6566399676776,2.7226739733802146,6218.99800947397,1475.0354489163742,212.6566399676776,20.914957844723983,True,0.93,18.91854037681997,18.31457283980477
92262.4,50288.3,0.229159,-0.3922,221269.94213084347,19.304,1.27764,0.687381,1.6705,6.8203e-06,9.893757059527456e-11,10897.849789738157,536.7341307002638,3641.6107582328486,1.1019516193827448,1732.4902781162914,357.3797795550991,1.557250746876383,4583.25473162016,1732.4902781162914,357.3797795550991,181.43870070408045,True,1.0,164.89232635573018,159.17750401927094
120112.0,4912.53,0.787013,0.0357236,197996.4371698305,17.459,1.94839,0.830079,1.1519,7.51061e-06,1.0554793754198719e-10,10726.281877123922,581.086834450616,1686.4398502089402,0.4243705325172248,1183.9895684104022,489.7254469403723,5.888151523763249,8376.742073633313,1183.9895684104022,489.7254469403723,70.43596587454167,True,1.0,60.14769723356861,59.948689508760296
546630.0,296603.0,-0.754937,-0.505445,178966.57642146404,15.9404,0.414435,2.18739,1.98539,7.51061e-06,1.0238772164286246e-10,10564.483508149986,623.6265677404303,9186.243604765808,8.188085555428328,999.7995288576554,81.35816738264248,2.611978561561155,6096.54047694641,999.7995288576554,81.35816738264248,81.23741662906133,True,1.0,72.8616702266728,73.61409228594871
20649.9,12348.7,0.814278,-0.0469538,31366.764861053227,3.50793,2.02728,1.36405,2.21668,0.000146824,8.6827702564035e-10,6958.130419295159,1543.5311593780648,5607.850727023689,2.2140197292888164,1744.8090581088452,299.5343056993992,1.6331620051110656,4719.122460864871,1744.8090581088452,299.5343056993992,123.86979722164236,True,1.0,123.08539951777615,116.981895685069
37880.8,11904.5,-0.347495,-0.0329475,211727.1396039728,18.549,0.97744,2.87179,1.9462,7.67588e-06,1.0997862179190219e-10,10830.586710520884,554.0225438907814,6936.173672040521,3.481260160499231,1547.8176750500866,199.2129023276049,2.025593035603801,5345.571142974387,1547.8176750500866,199.2129023276049,54.30952322836848,True,0.99,54.43147473507536,52.42361971034574
270318.0,4712.48,0.0476469,-0.114098,178987.8095113754,15.9421,1.43544,0.797373,1.76827,1.57635e-05,2.1490236978059028e-10,10564.676723155657,623.5753963886209,4994.883002657709,1.7967935691459005,1785.9319581595803,328.7546235497835,2.2175672260853467,5612.580955088895,1785.9319581595803,328.7546235497835,23.697992172766376,True,0.94,18.62568125138873,17.52894788391923
28650.6,23767.7,0.781104,0.779958,103100.77225097505,9.75873,1.08362,1.10563,1.56017,3.08527e-05,3.4607571472214176e-10,9582.987234643406,890.7173276625964,2716.5479444820794,0.7468243872113659,1555.1351064735409,638.2202458140395,3.228715532944659,6718.329415477511,1555.1351064735409,638.2202458140395,119.63804916260052,True,1.0,119.45148704559256,113.1535793348048
