m1,m2,a1,a2,Dl_s,z_merger,alpha,beta,gamma,halo_density,d2N_dzdt,Dc_s,Da_s,Dc_l1,z_l1,Da_l1,Da_l1s,z_l2,Dc_l2,Da_l2,Da_l2s,SNR_LISAbeta,Detectable,Average_Detectability,Mean_SNR,Median_SNR
794.902,701.41,0.998,0.998,103125.58360174616,9.74942,0.18684,0.109627,0.139962,4.13375e-06,4.64711170142797e-11,9580.89474935692,891.2941116224802,4499.773929644464,1.5120441139094822,1791.2798171304084,472.687905800464,0.3026488303832245,1242.717160773529,1791.2798171304084,472.687905800464,6.340305943074503,False,0.22,6.294097030716122,5.994808254542124
379.624,321.912,0.644102,0.902132,79196.02298426152,7.73697,0.103475,0.110343,0.0310034,2.40093e-05,2.409576307222342e-10,9052.98192058964,1036.1695096343058,5738.681581690524,2.3142092312748863,1731.5387138995557,379.3420751901269,1.4574552650719266,4396.293191724766,1731.5387138995557,379.3420751901269,3.3950524889622007,False,0.01,3.763517066027626,3.426910215309715
512.469,473.037,0.998,0.998,113985.52127276293,10.6495,0.126493,0.101594,0.150722,2.43277e-06,2.8448671369059398e-11,9771.447010316846,838.7868157703632,2281.292562284674,0.6028063425575857,1423.311408678005,642.9593078718544,2.209604817386252,5601.953642736445,1423.311408678005,642.9593078718544,4.301413929738626,False,0.05,4.33155998766166,4.079264490444274
1046.9,1016.0,0.975506,0.99025,40049.50248401772,4.30695,0.273009,0.126604,0.148954,6.35911e-06,4.423608923584101e-11,7538.55581967287,1420.5062832084095,5204.104197326784,1.9303012368717805,1775.962189924993,439.88573811664406,0.8436221658515952,2988.425838166286,1775.962189924993,439.88573811664406,11.7482420255609,True,0.73,11.870680158393624,11.152109586728148
763.669,251.192,0.998,0.0720319,135991.11932556814,12.4538,0.0879613,0.0908276,0.170877,1.73533e-06,2.1656554664757008e-11,10094.12901407564,750.2808882305104,4058.994842004786,1.289863540280236,1772.5924553119733,448.5821239263949,2.24013526433568,5642.50214969454,1772.5924553119733,448.5821239263949,3.588862779437725,False,0.02,3.616767533669562,3.405241123737821
402.09,370.666,0.986209,0.925949,134558.05190292015,12.337,0.0666832,0.0691048,0.057552,7.54396e-07,9.379476192532132e-12,10075.24370642444,755.4355332102001,5046.398057648749,1.8288803968176937,1783.8852603418577,377.0597333186879,0.6292330928106326,2364.0453783381745,1783.8852603418577,377.0597333186879,3.3108414277359826,False,0.01,3.362606763580552,3.1680277192432147
595.57,516.372,0.166319,0.682545,156083.87517572613,14.0826,0.109327,0.119533,0.121756,1.4689e-06,1.921462932823636e-11,10334.174663221367,685.1719639333647,6618.55897741949,3.119942920420224,1606.4686136936252,246.3511378248461,2.2212105020066244,5617.43125369708,1606.4686136936252,246.3511378248461,4.323139043270864,False,0.05,4.28735106552768,4.086802172729944
4208.22,2298.38,0.998,0.998,51885.0518915333,5.36964,0.199874,0.124227,0.0912382,1.13688e-06,9.213942361688098e-12,8136.277898092651,1277.352864226652,2131.96499612983,0.5561687651221946,1370.0088587112184,942.6455661898552,1.4297605933461468,4342.63791285338,1370.0088587112184,942.6455661898552,26.45173638893641,True,0.96,26.15003819437404,25.196897354114984
2373.88,1714.76,0.998,0.990915,51883.69774354638,5.36952,0.0640523,0.0518978,0.0637604,3.15477e-06,2.5567735287764635e-11,8136.218895888201,1277.3676659918174,1810.049007294572,0.4599015353629307,1239.8432090310178,993.1941325899776,1.2296759399723338,3930.0891877267873,1239.8432090310178,993.1941325899776,18.613559048870773,True,0.92,18.39134596956157,17.790911434081018
681.645,342.848,0.997833,0.990321,113581.02332156958,10.6161,0.0859658,0.0612185,0.123057,1.4689e-06,1.715375606738621e-11,9764.77395996643,840.6241302990186,3594.4072676519745,1.081912892096401,1726.492630070952,531.1909070438696,1.1900999646418584,3842.929257692632,1726.492630070952,531.1909070438696,4.191963184428638,False,0.05,4.232158766320711,3.978775369362073
1781.65,1182.49,0.997196,0.998,88540.49181927301,8.52824,0.180945,0.15553,0.0471271,1.50239e-06,1.584591411744109e-11,9280.417522680236,973.9907393894608,3264.584073368665,0.9480706589543992,1675.803731415276,631.3687987859026,0.9261878659236796,3208.1426095205625,1675.803731415276,631.3687987859026,11.574153427433291,True,0.72,11.435320131179903,11.063188213169964
525.101,430.63,0.996798,0.998,91808.21971674876,8.80321,0.0218618,0.152811,0.140311,1.73533e-06,1.8590228317698198e-11,9352.940615624711,954.069189135468,6964.79201665268,3.5160675467479727,1542.224948364332,243.6088359355205,1.014999181569831,3432.746967063427,1542.224948364332,243.6088359355205,4.431142739859172,False,0.07,4.547529283242756,4.303349884336384
846.644,768.315,0.998,0.996041,150153.67822599813,13.6035,0.179191,0.120278,0.139748,9.16675e-07,1.1837215572906143e-11,10267.7555779205,703.1023780546103,3579.646463626067,1.0756940182283206,1724.5540191949085,457.9798757945714,1.45164546064201,4385.102880760798,1724.5540191949085,457.9798757945714,5.99681319889674,False,0.2,5.926385474980641,5.714758527311625
259.701,116.568,0.619897,0.413088,122151.86913368232,11.3219,0.148768,0.138437,0.0143736,1.95255e-05,2.34381412217659e-10,9899.962586966169,803.4444839648241,5047.120402153199,1.829333905290161,1783.8546423800965,393.8387882689282,0.653051286555059,2437.497119601192,1783.8546423800965,393.8387882689282,1.4791354236296868,False,0.0,1.8116188697218687,1.6475558373297077
511.832,255.213,0.998,0.640437,198344.9152369953,17.4642,0.18367,0.0764914,0.142845,1.4689e-06,2.0703773661691554e-11,10726.801329441709,580.9513181963857,5683.377552379894,2.271327564985384,1737.330620940876,273.1460761725186,6.3402180848884,8565.374674251736,1737.330620940876,273.1460761725186,2.7872148585855663,False,0.0,2.785549883802582,2.638730035144292
962.308,533.833,0.994379,0.998,122369.84937545635,11.3398,0.266457,0.156289,0.169051,4.13375e-06,4.965385208113395e-11,9903.239591033704,802.5445786020603,2859.952454391374,0.7971749173511691,1591.360094889163,570.7780631797374,0.4592772043601232,1807.8996477147125,1591.360094889163,570.7780631797374,5.754308813117922,False,0.19,5.703082769082716,5.43511319142312
545.876,378.82,0.997824,0.998,30657.998624442003,3.43853,0.0648822,0.0901392,0.0626344,0.000124521,7.256513544905942e-10,6900.592955182406,1554.702335048407,2318.6409974769995,0.6146807787375895,1435.9748572304595,1032.3129401991037,0.8844554102801665,3098.444155209156,1435.9748572304595,1032.3129401991037,5.599019827691621,False,0.29,6.945148235295836,6.337870212880825
735.142,219.244,0.997885,0.175006,79181.80458694008,7.73576,0.064622,0.0881893,0.152296,8.64289e-06,8.673302969827618e-11,9052.61069189709,1036.270535350913,6228.99953002954,2.7319292906902697,1669.109737269204,323.2244445824749,1.9824696825696704,5282.327143854925,1669.109737269204,323.2244445824749,3.7735888828901247,False,0.02,4.086042076445152,3.747706855026621
398.594,254.574,0.402253,0.816231,73476.17201597024,7.24859,0.222849,0.151233,0.12555,2.1423e-06,2.0762996297382467e-11,8896.592306510825,1078.5591605972445,3398.7611418114407,1.001258579519963,1698.311845020924,666.5176904128245,0.9621164382925672,3300.427855757729,1698.311845020924,666.5176904128245,3.10319972868248,False,0.0,3.583198961398144,3.2277626483462125
539.747,383.729,0.994862,0.998,128219.7721715831,11.8193,0.0926854,0.0757891,0.155646,1.50239e-06,1.8358626768678603e-11,9988.452144130408,779.1729770057965,8128.656327472314,5.354166888035804,1279.263902304914,145.07779793319867,1.116921286481433,3676.5192956935607,1279.263902304914,145.07779793319867,3.8713756424607313,False,0.03,3.8950201417612624,3.6706598532228414
449.851,370.668,0.911466,0.978593,42581.74182421297,4.53688,0.0250735,0.119701,0.144123,7.39799e-06,5.3444927391715256e-11,7682.186730691179,1387.457689292739,931.5823440915412,0.2221309446688984,762.2606634584714,1219.207276656655,0.7569253793337767,2745.6686676991967,762.2606634584714,1219.207276656655,4.573295360047944,False,0.13,5.498224440246278,4.980268214070382
624.101,354.989,0.998,0.605511,92166.29278235049,8.83329,0.0499901,0.0881556,0.0888391,8.25661e-05,8.859810717785e-10,9360.68935707496,951.9387058731064,7497.654246039692,4.2440560882341805,1429.7433410060448,189.46203000826023,2.3824230285143613,5824.601144980647,1429.7433410060448,189.46203000826023,4.353994083978172,False,0.06,4.476393557904323,4.239527566539729
586.031,380.509,0.984871,0.971588,172963.7791419623,15.4397,0.154461,0.0651963,0.156241,1.09481e-06,1.480258078641687e-11,10506.276932792283,639.0796019874014,4570.358205673281,1.5501971663391054,1792.1587660512894,361.0722048442788,0.3983425026769125,1594.2130183053382,1792.1587660512894,361.0722048442788,3.660983950832915,False,0.03,3.637964619493681,3.4621303458007486
11048.4,1117.17,0.998,0.998,53943.190288646896,5.55166,0.192645,0.125706,0.0953051,2.43277e-06,2.014409370779606e-11,8223.913874494807,1255.2412479424768,5768.479342911062,2.337643876528427,1728.3088149157554,374.7805199966325,2.878589455888294,6382.858839032733,1728.3088149157554,374.7805199966325,26.29653404738937,True,0.96,26.067370651651228,25.11075595942968
1472.4,933.188,0.984854,0.998,111236.19377224208,10.4223,0.152507,0.049039,0.119287,1.99125e-06,2.3066783144142272e-11,9725.47866898868,851.4466148664173,6387.283620432288,2.882929497875176,1644.9651315400845,292.25243924214624,3.967634719790192,7308.917980179684,1644.9651315400845,292.25243924214624,8.960712721259023,True,0.54,8.853592068318555,8.569114284536123
420.367,336.355,0.986519,0.830984,130976.60882547236,12.0447,0.0954189,0.117351,0.0882919,4.75455e-06,5.854702608935879e-11,10026.87498291131,768.6550846636035,6138.9030091981,2.649730973900497,1682.0152070195131,298.0499347076235,4.319515628397179,7546.641751973638,1682.0152070195131,298.0499347076235,3.252150733001075,False,0.01,3.3189879708228323,3.13302961830831
436.935,318.718,0.925211,0.757951,122129.950960798,11.3201,0.0593031,0.114934,0.0591281,6.35911e-06,7.632878792672004e-11,9899.632660739602,803.5350898726149,5371.954427182246,2.043838740390352,1764.8617055654097,367.5033668483387,0.3727180968348343,1502.0155547107872,1764.8617055654097,367.5033668483387,3.2827761603445453,False,0.01,3.3751530290969622,3.196629108958549
539.769,206.304,0.99786,0.998,42662.52644330785,4.54419,0.187135,0.0714614,0.125485,0.000231989,1.6778782808326783e-09,7686.60786931634,1386.425766309657,2444.961946526706,0.65549136177763,1476.879917716759,945.4304277366672,0.8042942223564982,2879.878833907911,1476.879917716759,945.4304277366672,3.58051608198696,False,0.04,4.567078418047299,4.161660053516999
460.055,289.009,0.70241,0.243036,185089.30709409856,16.4091,0.152125,0.153777,0.106745,2.43277e-06,3.358823630025437e-11,10616.676325147146,609.8348751599535,7653.374793804266,4.489589546248422,1394.1615699462354,170.21566565698538,1.89846037411826,5155.410258235639,1394.1615699462354,170.21566565698538,2.8742363908769573,False,0.0,2.877951328665491,2.721966051788497
1802.47,794.371,0.998,0.998,140818.51410570723,12.8466,0.0266723,0.09455,0.095463,1.50239e-06,1.897981762323507e-11,10155.8773545193,733.4563975646945,2598.3879553122783,0.70646281497551,1522.674818931284,545.8010917274635,2.5799644026922453,6060.116567623784,1522.674818931284,545.8010917274635,8.355883957350363,True,0.49,8.258336582463,7.973749315857093
359.402,329.761,0.932173,0.998,76323.77675965188,7.49214,0.159383,0.164467,0.171511,1.01415e-05,1.0006074650212206e-10,8976.263798668624,1057.0084570754398,5834.693287474957,2.3905657681039827,1720.8612626040117,369.9386150048469,1.2922951231028357,4064.112569175949,1720.8612626040117,369.9386150048469,3.3676159888732964,False,0.01,3.7744648386543527,3.444683648808641
228462.0,166069.0,0.998,0.998,24191.47708597936,2.82186,0.0950267,0.0800324,0.0924602,2.43277e-06,1.1905630640456444e-11,6324.355777556611,1654.784784779299,2612.61844105848,0.7112716080220823,1526.7117326695286,971.1861072370642,1.6745120986524775,4790.949618939842,1526.7117326695286,971.1861072370642,1332.9307041845943,True,1.0,1308.280255814792,1252.016445897458
464.66,349.535,0.709717,0.104401,156138.41058687784,14.087,0.0852295,0.142914,0.0583602,4.76864e-07,6.238560540468913e-12,10334.769937874658,685.0115952723974,5797.255695084798,2.3604986080025774,1725.117719686771,300.756561425511,1.135902402700858,3720.352876713896,1725.117719686771,300.756561425511,3.291811604402302,False,0.01,3.302946645130894,3.118840019701423
585.101,540.402,0.998,0.67898,91804.41106008204,8.80289,0.272362,0.150287,0.123267,2.1423e-06,2.294960715309302e-11,9352.857990813322,954.0919046131622,4539.731232065283,1.5335490095998054,1791.8466242977322,490.9905905777805,0.3218161676219843,1314.700800062701,1791.8466242977322,490.9905905777805,5.154487838339344,False,0.12,5.205293666377338,4.892111781473616
207.981,101.97,0.397093,0.989916,150936.27398012317,13.6668,0.174513,0.0686005,0.107683,1.4689e-06,1.9001368023451088e-11,10276.717380621489,700.6789061432273,7712.019819643066,4.586485255206248,1380.477970072002,174.86415275842265,1.280594676648474,4039.4234350940055,1380.477970072002,174.86415275842265,1.196605391851857,False,0.0,1.4656623844965109,1.3329703375057216
456.975,281.861,0.956678,0.998,147201.43669411662,13.3645,0.185838,0.166518,0.0325192,1.73533e-06,2.2258775743507726e-11,10233.386058772474,712.4080934785391,7860.251839064273,4.843006355070619,1345.2410227662194,165.2082713389088,4.631994296679324,7739.046187185495,1345.2410227662194,165.2082713389088,3.01384252743656,False,0.0,3.062563730322573,2.8859363267643814
938.044,606.782,0.998,0.998,101046.59714094046,9.57627,0.0645292,0.065097,0.11162,8.25661e-05,9.205687477529271e-10,9541.476430502602,902.1589303698375,2608.5665632469654,0.7099009597003183,1525.5658858262625,655.5155889781755,1.712768725775744,4856.085960472415,1525.5658858262625,655.5155889781755,6.413572782043494,False,0.22,6.368843100704307,6.0646720200920825
313.972,290.483,0.640048,0.713013,130955.80018837942,12.043,0.251919,0.155576,0.0997989,3.60586e-06,4.439964304062347e-11,10026.588925584178,768.7333378505082,2834.288899348888,0.7880507371928802,1585.1277797786258,551.4298880936972,0.4814934363331029,1883.888312452288,1585.1277797786258,551.4298880936972,2.651599678119226,False,0.0,2.786369132224395,2.617145385287569
